TRIMESTRE,CHRONIQUE,DR,mean_1,median_1,p5_1,p10_1,p25_1,p75_1,p90_1,p95_1,mean_2,median_2,p5_2,p10_2,p25_2,p75_2,p90_2,p95_2,mean_3,median_3,p5_3,p10_3,p25_3,p75_3,p90_3,p95_3,mean_4,median_4,p5_4,p10_4,p25_4,p75_4,p90_4,p95_4,mean_5,median_5,p5_5,p10_5,p25_5,p75_5,p90_5,p95_5,mean_6,median_6,p5_6,p10_6,p25_6,p75_6,p90_6,p95_6,mean_7,median_7,p5_7,p10_7,p25_7,p75_7,p90_7,p95_7,mean_8,median_8,p5_8,p10_8,p25_8,p75_8,p90_8,p95_8,CD_TY_CLI_RCI_1,CD_TY_CLI_RCI_2,CD_ETA_CIV_1,CD_ETA_CIV_2,CD_MOD_HABI_1,CD_MOD_HABI_2,CD_PROF_1,CD_PROF_2,CD_PROF_3,CD_QUAL_VEH_1,CD_QUAL_VEH_2,dtf_per_trt,PIB,Inflation,Tx_cho
2011Q4,CHR2,0.19%,0.99481213,0.99506622,0.99209061,0.99253252,0.99359920,0.99624908,0.99682990,0.99700422,616,569,285,340,437,740,1048,1187,13,11,5,5,5,19,26,26,6,6,1,2,4,7,10,14,735080,623500,64804,121131,286472,1059015,1527774,1800000,0.0000004,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.3325359,0.3469388,0.0204082,0.0204082,0.2653061,0.4285714,0.5510204,0.6000000,0.3266410113,0.2684567114,0,0.086817545,0.1676001062,0.4671152337,0.7196261682,0.8026315789,0.455%,99.545%,38.190%,61.810%,21.833%,78.167%,7.210%,34.985%,57.805%,30.587%,69.413%,Q42011,511348,2.442357558,9.366666667
2011Q4,CHR8,15.30%,0.94873205,0.95669121,0.88082437,0.90028735,0.92901920,0.97777937,0.99089922,0.99493031,123,82,16,19,36,148,270,335,29,19,5,5,11,36,61,75,55,49,6,6,14,81,106,121,812220,738147,124470,233936,485444,1072280,1483612,1721390,0.0080036,0.0067618,0.0011751,0.0021459,0.0037855,0.0108696,0.0157978,0.0192644,0.1362084,0.0833333,0.0166667,0.0166667,0.0408163,0.1836735,0.3166667,0.4324324,0.1391574327,0.1096843568,0,0,0.0224768593,0.1826326404,0.3053033347,0.4299166158,4.451%,95.549%,64.601%,35.399%,63.948%,36.052%,16.657%,55.564%,27.778%,46.921%,53.079%,Q42011,511348,2.442357558,9.366666667
2011Q4,Totale,1.70%,0.97852243,0.99358836,0.91702763,0.94371513,0.97837317,0.99813813,0.99925337,0.99954727,618,309,19,40,107,807,1563,2334,871,481,16,26,75,1315,2298,2912,240,57,4,6,9,167,631,1278,683813,570300,55810,102936,260699,976774,1447209,1726093,0.0009840,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0031646,0.0073155,0.1629781,0.1000000,0.0000000,0.0166667,0.0333333,0.2291667,0.4166667,0.5416667,0.328641124,0.2474915536,0,0.0180001734,0.1144950767,0.5337925097,0.7563827714,0.8192771084,3.741%,96.259%,43.249%,56.751%,32.408%,67.592%,9.562%,38.225%,52.214%,36.415%,63.585%,Q42011,511348,2.442357558,9.366666667
2012Q1,CHR2,0.18%,0.99481494,0.99507167,0.99208743,0.99253543,0.99360993,0.99625128,0.99683146,0.99700754,586,565,306,367,423,695,865,975,15,16,5,5,11,19,26,26,6,6,1,3,4,7,8,12,735929,618855,59472,129423,284991,1062296,1534408,1804110,0.0000004,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.3362311,0.3484694,0.0204082,0.2500000,0.2677882,0.4226191,0.4833333,0.5000000,0.3275266719,0.2690285572,0,0.0768169954,0.1712309023,0.469043152,0.7201557799,0.8015283639,0.477%,99.523%,37.722%,62.278%,21.151%,78.849%,7.209%,34.640%,58.151%,30.404%,69.596%,Q12012,510968,2.314331454,9.5
2012Q1,CHR8,14.99%,0.94826740,0.95609085,0.87961002,0.90010700,0.92838791,0.97777937,0.99085194,0.99511008,122,75,11,16,33,145,270,346,32,26,5,8,16,40,61,75,54,49,5,6,13,81,105,120,802081,719525,117733,225381,462331,1073454,1476575,1733257,0.0079312,0.0067114,0.0010246,0.0020367,0.0037267,0.0107362,0.0157895,0.0192719,0.1400873,0.0833333,0.0166667,0.0166667,0.0408163,0.1875000,0.3333333,0.4489796,0.1426356379,0.114452488,0,0,0.0238050865,0.1888237945,0.3066741368,0.4343180173,4.415%,95.585%,65.577%,34.423%,63.763%,36.237%,16.436%,55.585%,27.979%,45.617%,54.383%,Q12012,510968,2.314331454,9.5
2012Q1,Totale,1.67%,0.97841687,0.99348009,0.91588688,0.94286359,0.97795317,0.99811085,0.99926234,0.99955125,620,311,19,40,107,810,1553,2344,868,457,19,31,75,1329,2298,2954,238,56,4,6,9,164,622,1272,685378,567819,53700,114462,262013,980452,1451266,1728089,0.0009908,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0031949,0.0073350,0.1652374,0.1000000,0.0000000,0.0166667,0.0408163,0.2333333,0.4166667,0.5510204,0.3268174135,0.2467733856,0,0.0147783251,0.1138679663,0.5286798322,0.756097561,0.8191354675,3.732%,96.268%,43.101%,56.899%,32.115%,67.885%,9.528%,37.974%,52.498%,36.215%,63.785%,Q12012,510968,2.314331454,9.5
2012Q2,CHR2,0.19%,0.99481500,0.99509360,0.99208063,0.99253028,0.99361512,0.99626018,0.99683167,0.99700754,577,525,278,355,390,684,956,1066,13,13,5,5,5,19,25,25,6,6,1,2,4,7,11,13,739103,617474,70090,140098,287381,1066956,1544852,1816694,0.0000005,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.3658203,0.3401361,0.0208333,0.0277778,0.2708333,0.4594595,0.6486486,0.6875000,0.3299019449,0.2717391304,0,0.0714285714,0.1756333743,0.4751270237,0.722146114,0.8009005926,0.529%,99.471%,37.604%,62.396%,20.636%,79.364%,7.225%,34.324%,58.452%,30.361%,69.639%,Q22012,510039,1.999862316,9.666666667
2012Q2,CHR8,14.45%,0.94773946,0.95626682,0.87869928,0.89898702,0.92774129,0.97792170,0.99093571,0.99501053,121,75,10,15,31,145,269,346,32,25,5,10,15,40,61,75,54,49,6,6,14,81,106,121,805804,720184,120734,227867,455896,1079173,1498166,1755003,0.0078434,0.0066972,0.0008741,0.0019763,0.0037037,0.0106952,0.0154639,0.0189702,0.1436510,0.1000000,0.0166667,0.0166667,0.0408163,0.1944444,0.3333333,0.4594595,0.1434674915,0.1162558355,0,0,0.0233579366,0.1860407429,0.3052178142,0.4350391009,4.427%,95.573%,65.231%,34.769%,63.214%,36.786%,17.084%,54.671%,28.244%,44.304%,55.696%,Q22012,510039,1.999862316,9.666666667
2012Q2,Totale,1.65%,0.97833567,0.99339947,0.91469050,0.94225940,0.97750640,0.99810231,0.99927249,0.99955187,625,310,19,40,107,823,1568,2358,873,452,19,31,75,1364,2314,2993,238,56,4,6,9,163,615,1268,688513,565658,63318,125884,265239,987291,1458481,1732750,0.0009867,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0032258,0.0072993,0.1668186,0.1000000,0.0136986,0.0166667,0.0408163,0.2333333,0.4285714,0.5510204,0.3274123046,0.2454458811,0,0.0086839477,0.1144601297,0.5304347826,0.7572355195,0.8193021449,3.791%,96.209%,43.073%,56.927%,31.854%,68.146%,9.565%,37.814%,52.621%,36.030%,63.970%,Q22012,510039,1.999862316,9.666666667
2012Q3,CHR2,0.17%,0.99481207,0.99508957,0.99208063,0.99252459,0.99361214,0.99625869,0.99683111,0.99700518,623,598,275,355,450,729,936,1117,13,10,5,5,5,20,25,25,6,6,2,2,4,8,11,12,734218,611391,65570,130215,281195,1064961,1537230,1813585,0.0000005,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.3528474,0.3568028,0.0208333,0.0576393,0.2666667,0.4630631,0.5484234,0.6159910,0.3298077591,0.2715177844,0,0.0644105096,0.1758805984,0.4761904762,0.7204610951,0.799879928,0.534%,99.466%,37.869%,62.131%,20.487%,79.513%,7.319%,34.385%,58.296%,30.476%,69.524%,Q3 2012,511290,1.976788236,9.733333333
2012Q3,CHR8,14.45%,0.94722576,0.95651802,0.87603724,0.89814849,0.92775621,0.97753059,0.99054969,0.99474854,123,82,13,20,34,146,264,335,29,25,5,5,10,34,62,82,54,49,5,6,13,81,106,123,806824,723252,123670,224113,447532,1080777,1509071,1761189,0.0078244,0.0066007,0.0011007,0.0020492,0.0036810,0.0106383,0.0153846,0.0188889,0.1401927,0.0833333,0.0166667,0.0166667,0.0408163,0.1875000,0.3333333,0.4489796,0.1431769913,0.1161912524,0,0,0.0222237279,0.1830417892,0.303030303,0.4189944134,4.523%,95.477%,65.265%,34.735%,62.551%,37.449%,16.832%,54.916%,28.252%,44.243%,55.757%,Q3 2012,511290,1.976788236,9.733333333
2012Q3,Totale,1.65%,0.97819994,0.99329525,0.91354567,0.94142293,0.97722121,0.99809476,0.99927249,0.99955125,633,314,20,41,107,832,1573,2386,886,461,13,25,72,1410,2355,3039,237,56,4,6,9,163,605,1255,686511,558612,56314,118468,258956,991033,1460925,1732739,0.0009741,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0031646,0.0071942,0.1670724,0.1000000,0.0138889,0.0166667,0.0408163,0.2333333,0.4285714,0.5510204,0.3264054773,0.2435287313,0,0.0025736713,0.1142817508,0.5266615533,0.7560727716,0.8185650555,3.798%,96.202%,43.389%,56.611%,31.899%,68.101%,9.645%,38.017%,52.338%,36.346%,63.654%,Q3 2012,511290,1.976788236,9.733333333
2012Q4,CHR2,0.17%,0.99481232,0.99509738,0.99208063,0.99252460,0.99361772,0.99626373,0.99683210,0.99700754,637,580,280,356,462,752,847,1250,13,14,5,5,5,21,26,26,7,6,2,3,6,7,11,12,740444,616909,68732,131476,279244,1079545,1551148,1829952,0.0000003,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.3931490,0.3855442,0.0612245,0.2500000,0.3333333,0.4833333,0.5833333,0.6486486,0.3277008475,0.2687372022,0,0.0564266725,0.1759930328,0.4740909306,0.7142857143,0.7967485182,0.549%,99.451%,37.490%,62.510%,20.109%,79.891%,7.286%,33.979%,58.735%,30.942%,69.058%,Q4 2012,511449,1.532409783,10.13333333
2012Q4,CHR8,14.61%,0.94649703,0.95589912,0.87450737,0.89552390,0.92572644,0.97739590,0.99056625,0.99471876,125,82,14,21,41,147,270,334,33,26,5,11,14,41,67,82,54,49,5,6,14,80,106,122,805222,725144,107613,212555,429300,1096444,1519484,1759962,0.0077415,0.0065177,0.0010373,0.0019455,0.0036232,0.0105374,0.0154712,0.0190337,0.1426589,0.1000000,0.0166667,0.0166667,0.0408163,0.1891892,0.3333333,0.4541667,0.1449879767,0.1186834441,0,0,0.0219131098,0.1825978697,0.303030303,0.4163018553,4.230%,95.770%,65.214%,34.786%,63.039%,36.961%,16.767%,54.852%,28.381%,43.936%,56.064%,Q4 2012,511449,1.532409783,10.13333333
2012Q4,Totale,1.65%,0.97816265,0.99320536,0.91299460,0.94090412,0.97685408,0.99807681,0.99927249,0.99954789,640,320,26,46,105,838,1599,2412,897,473,21,31,77,1431,2389,3086,237,55,4,6,9,163,603,1257,691762,562463,62253,121320,260106,1002061,1470101,1738685,0.0009664,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0031194,0.0071038,0.1679300,0.1020408,0.0138889,0.0166667,0.0408163,0.2361111,0.4305556,0.5510204,0.3220795889,0.2376361924,0,0.0000810649,0.112862571,0.5183431003,0.7517275624,0.8159509202,3.833%,96.167%,43.498%,56.502%,31.880%,68.120%,9.705%,37.969%,52.326%,36.707%,63.293%,Q4 2012,511449,1.532409783,10.13333333
2013Q1,CHR2,0.17%,0.99482343,0.99511060,0.99208007,0.99252580,0.99362684,0.99626925,0.99683359,0.99700754,717,664,187,396,543,872,1010,1340,14,11,6,6,6,20,26,26,7,7,2,3,6,8,11,13,746380,625501,75389,130757,274854,1100000,1563084,1832987,0.0000004,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.3738724,0.3750000,0.0408163,0.2500000,0.2833333,0.4594595,0.5510204,0.6486486,0.3283316626,0.270409129,0,0.0475625241,0.1761038643,0.4771651897,0.7142857143,0.797116347,0.541%,99.459%,37.058%,62.942%,19.573%,80.427%,7.278%,33.565%,59.157%,31.114%,68.886%,Q1 2013,511172,1.061260587,10.33333333
2013Q1,CHR8,13.89%,0.94618983,0.95533378,0.87401170,0.89507595,0.92541772,0.97671135,0.99038148,0.99458850,122,80,11,16,34,146,272,340,33,26,6,11,16,39,65,80,53,48,5,6,14,79,104,121,812553,734066,116831,212797,430757,1114072,1527583,1756595,0.0076381,0.0063717,0.0008097,0.0019342,0.0035907,0.0103734,0.0152672,0.0185950,0.1446017,0.1000000,0.0166667,0.0166667,0.0408163,0.2000000,0.3333333,0.4583333,0.1427581966,0.1168818989,0,0,0.0196803258,0.1812978712,0.3,0.4147159061,4.265%,95.735%,64.974%,35.026%,62.510%,37.490%,16.854%,54.036%,29.111%,44.456%,55.544%,Q1 2013,511172,1.061260587,10.33333333
2013Q1,Totale,1.66%,0.97827188,0.99320399,0.91294853,0.94083228,0.97671601,0.99807393,0.99927510,0.99954691,640,314,20,39,104,832,1641,2420,871,426,20,29,65,1385,2354,3079,236,55,4,6,9,160,597,1245,694495,566092,67823,120643,256251,1013382,1475690,1735634,0.0009629,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0031217,0.0070522,0.1693083,0.1020408,0.0138889,0.0166667,0.0408163,0.2432432,0.4333333,0.5555556,0.3215171218,0.2369110494,0,0,0.1124669628,0.5176210204,0.7510373444,0.8156058883,3.844%,96.156%,43.250%,56.750%,31.514%,68.486%,9.619%,37.668%,52.713%,36.804%,63.196%,Q1 2013,511172,1.061260587,10.33333333
2013Q2,CHR2,0.20%,0.99482680,0.99511605,0.99208063,0.99252721,0.99363853,0.99627092,0.99683112,0.99700422,659,634,345,363,419,828,979,1028,12,10,5,5,5,20,25,25,8,7,1,4,4,10,16,20,752506,637481,75685,127263,270353,1118445,1576773,1837442,0.0000004,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.3846563,0.3750000,0.0208333,0.2500000,0.3333333,0.4666667,0.5694444,0.6458333,0.3279815356,0.2710573313,0,0.0400704535,0.1760448014,0.4782913454,0.7137859755,0.7957794418,0.539%,99.461%,37.111%,62.889%,19.235%,80.765%,7.310%,33.577%,59.113%,31.469%,68.531%,Q2 2013,514527,0.806533257,10.4
2013Q2,CHR8,14.17%,0.94666666,0.95591292,0.87297124,0.89499123,0.92629154,0.97726348,0.99074190,0.99489596,124,81,13,20,34,145,268,363,28,25,5,5,10,34,61,81,54,49,6,6,15,79,105,120,805879,734875,109356,197794,416776,1118530,1505193,1719444,0.0076475,0.0064309,0.0009737,0.0019881,0.0035587,0.0103806,0.0151745,0.0185811,0.1453698,0.1000000,0.0166667,0.0166667,0.0408163,0.1967213,0.3469388,0.4583333,0.1444023609,0.1168464519,0,0,0.0169829315,0.1834862385,0.307306755,0.4160177596,4.724%,95.276%,64.994%,35.006%,62.572%,37.428%,17.017%,54.039%,28.944%,44.351%,55.649%,Q2 2013,514527,0.806533257,10.4
2013Q2,Totale,1.63%,0.97844249,0.99325545,0.91290962,0.94081666,0.97677620,0.99809540,0.99928596,0.99955125,639,314,20,40,107,823,1693,2414,847,395,10,25,61,1301,2353,3088,236,54,4,6,9,157,594,1244,696730,570661,69927,117995,253006,1025289,1478489,1736042,0.0009523,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0030581,0.0069930,0.1711187,0.1020408,0.0156250,0.0166667,0.0408163,0.2448980,0.4333333,0.5666667,0.3214369123,0.2379040652,0,0,0.1124448318,0.5174133355,0.7505114515,0.815005519,3.848%,96.152%,43.326%,56.674%,31.339%,68.661%,9.635%,37.685%,52.680%,36.925%,63.075%,Q2 2013,514527,0.806533257,10.4
2013Q3,CHR2,0.21%,0.99482643,0.99512735,0.99208063,0.99252642,0.99364615,0.99627405,0.99682768,0.99699695,658,567,340,396,437,798,999,1120,11,10,5,5,5,20,25,25,8,6,1,3,4,9,16,23,750034,638642,63560,112865,265184,1121643,1575070,1828396,0.0000003,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.4065286,0.3750000,0.0612245,0.2500000,0.3333333,0.4722222,0.6486486,0.7551020,0.3288292474,0.2723524962,0,0.0346369836,0.1758410123,0.4815746938,0.7149705635,0.7975604004,0.552%,99.448%,37.413%,62.587%,19.182%,80.818%,7.368%,33.771%,58.861%,31.825%,68.175%,Q3 2013,514663,0.938840296,10.26666667
2013Q3,CHR8,14.16%,0.94636505,0.95551301,0.87045638,0.89459489,0.92628459,0.97687515,0.99056604,0.99477104,126,82,14,16,41,147,266,354,26,20,5,5,10,31,56,74,53,48,6,6,14,78,103,119,800829,732993,104800,186100,404725,1120238,1490197,1709413,0.0076373,0.0064103,0.0013106,0.0020718,0.0035842,0.0103251,0.0150987,0.0186916,0.1460689,0.1000000,0.0166667,0.0166667,0.0408163,0.2000000,0.3500000,0.4666667,0.1427791945,0.1150442478,0,0,0.0060428079,0.1823899371,0.300836325,0.4160177596,4.555%,95.445%,65.353%,34.647%,62.748%,37.252%,16.911%,54.576%,28.514%,44.332%,55.668%,Q3 2013,514663,0.938840296,10.26666667
2013Q3,Totale,1.64%,0.97860983,0.99336606,0.91307927,0.94099910,0.97696002,0.99812887,0.99929855,0.99955481,645,314,20,41,105,826,1725,2440,872,420,10,25,62,1323,2414,3154,235,53,4,6,9,155,589,1235,691950,570006,58374,102276,245141,1028289,1474777,1728332,0.0009420,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0030120,0.0069085,0.1726730,0.1020408,0.0163934,0.0166667,0.0408163,0.2448980,0.4375000,0.5675676,0.3228042778,0.2402331109,0,0,0.1127166184,0.5211892892,0.7528812185,0.8160017173,3.832%,96.168%,43.500%,56.500%,31.234%,68.766%,9.629%,37.795%,52.576%,37.173%,62.827%,Q3 2013,514663,0.938840296,10.26666667
2013Q4,CHR2,0.23%,0.99482481,0.99513349,0.99207970,0.99252803,0.99366001,0.99627272,0.99682768,0.99699494,644,593,21,29,437,892,1091,1163,18,20,1,5,11,27,29,29,7,5,1,1,3,9,16,23,756021,650974,52080,106702,268814,1133013,1576978,1824389,0.0000004,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.4028564,0.3670068,0.0208333,0.0612245,0.3113946,0.5763889,0.6666667,0.9189189,0.3284931008,0.2714164546,0,0.0300002881,0.1754162976,0.4829544544,0.7181033997,0.7986577181,0.556%,99.444%,37.697%,62.303%,19.101%,80.899%,7.354%,33.990%,58.657%,32.138%,67.862%,Q4 2013,516015,0.65020382,10.2
2013Q4,CHR8,14.34%,0.94668125,0.95591292,0.86994152,0.89421158,0.92662788,0.97757606,0.99106260,0.99499746,128,82,15,21,41,154,273,358,30,26,5,11,15,36,62,77,54,49,6,6,16,78,103,120,798955,734381,93916,179216,406159,1128927,1486831,1689006,0.0076612,0.0064412,0.0013784,0.0020855,0.0036641,0.0103093,0.0151196,0.0185185,0.1450120,0.1000000,0.0166667,0.0166667,0.0416667,0.1969697,0.3333333,0.4500000,0.142266166,0.1142598513,0,0,0.0017470809,0.1826484018,0.3020940611,0.4147159073,4.251%,95.749%,64.637%,35.363%,62.255%,37.745%,16.418%,54.540%,29.042%,44.442%,55.558%,Q4 2013,516015,0.65020382,10.2
2013Q4,Totale,1.61%,0.97881197,0.99346005,0.91326876,0.94114604,0.97713421,0.99815501,0.99930840,0.99956111,648,314,26,46,106,823,1727,2452,912,470,21,29,77,1365,2493,3231,234,52,4,6,9,151,588,1210,693233,573590,49973,98856,247231,1034833,1473001,1723281,0.0009218,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0029211,0.0067835,0.1741974,0.1041667,0.0163934,0.0166667,0.0408163,0.2500000,0.4444444,0.5694444,0.3240621432,0.2416666667,0,0,0.112284454,0.5251098184,0.7566021662,0.818099136,3.845%,96.155%,43.688%,56.312%,31.090%,68.910%,9.603%,37.835%,52.561%,37.413%,62.587%,Q4 2013,516015,0.65020382,10.2
2014Q1,CHR2,0.23%,0.99482925,0.99513892,0.99207994,0.99252952,0.99366332,0.99627479,0.99683215,0.99700007,672,602,119,273,385,917,1181,1253,14,14,0,6,11,21,26,26,7,6,1,1,3,9,12,16,768121,671411,64086,123564,282800,1142573,1576523,1820153,0.0000005,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.3621960,0.3673469,0.0208333,0.0277778,0.2708333,0.4791667,0.5945946,0.6486486,0.3272407148,0.2699727273,0,0.0246885519,0.1746630435,0.4827586207,0.7209302326,0.8,0.568%,99.432%,37.176%,62.824%,18.529%,81.471%,7.163%,33.676%,59.161%,32.810%,67.190%,Q1 2014,515754,0.727003467,10.2
2014Q1,CHR8,14.08%,0.94563883,0.95500506,0.86791938,0.89157458,0.92472285,0.97723147,0.99088162,0.99474750,127,84,11,14,39,152,279,363,24,21,6,6,9,26,54,70,54,49,6,6,14,78,102,120,797115,732669,86254,170477,403359,1135712,1473539,1681754,0.0075566,0.0062630,0.0012338,0.0019443,0.0034843,0.0102210,0.0152284,0.0187500,0.1507490,0.1020408,0.0166667,0.0166667,0.0416667,0.2040816,0.3541667,0.4722222,0.1405216697,0.1137347014,0,0,0.000076802,0.1812080537,0.3,0.414715847,4.327%,95.673%,64.940%,35.060%,62.154%,37.846%,16.538%,54.016%,29.446%,44.403%,55.597%,Q1 2014,515754,0.727003467,10.2
2014Q1,Totale,1.57%,0.97888237,0.99342927,0.91326007,0.94102156,0.97698603,0.99815309,0.99931205,0.99956230,647,314,21,39,105,822,1725,2451,835,371,11,21,54,1212,2410,3160,232,52,4,6,9,149,581,1203,702235,589073,58500,112135,253968,1042963,1471332,1720926,0.0009241,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0029240,0.0067390,0.1755264,0.1041667,0.0163934,0.0166667,0.0408163,0.2500000,0.4489796,0.5714286,0.32438517,0.2402792902,0,0,0.1104376382,0.5292290902,0.7611845248,0.8204207286,3.830%,96.170%,43.363%,56.637%,30.643%,69.357%,9.459%,37.444%,53.098%,38.083%,61.917%,Q1 2014,515754,0.727003467,10.2
2014Q2,CHR2,0.24%,0.99481847,0.99513903,0.99207632,0.99252184,0.99366192,0.99627170,0.99682960,0.99699477,597,467,202,207,293,781,1236,1344,12,10,5,5,5,20,25,25,6,4,1,1,2,8,12,14,772570,677751,68242,124675,288006,1146153,1572573,1822568,0.0000006,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.3246468,0.3666667,0.0204082,0.0208333,0.2500000,0.4666667,0.5666667,0.6326531,0.3274519121,0.2699748484,0,0.0230772093,0.1748316617,0.4849972141,0.7222222222,0.8,0.589%,99.411%,37.509%,62.491%,18.619%,81.381%,7.064%,33.801%,59.135%,33.348%,66.652%,Q2 2014,516594,0.629351901,10.16666667
2014Q2,CHR8,13.64%,0.94513260,0.95453578,0.86622433,0.89013101,0.92462842,0.97718970,0.99073466,0.99478450,129,84,14,20,41,151,273,375,26,21,5,5,10,31,61,76,53,49,6,7,14,78,101,119,804774,750491,89529,169871,410912,1139943,1477840,1694044,0.0074963,0.0062500,0.0011186,0.0018762,0.0034843,0.0101810,0.0150107,0.0185529,0.1502791,0.1000000,0.0166667,0.0166667,0.0416667,0.2000000,0.3500000,0.4693878,0.1381463516,0.1117889349,0,0,0,0.180597605,0.2968654501,0.4143282233,4.480%,95.520%,64.863%,35.137%,61.711%,38.289%,16.492%,53.766%,29.742%,44.081%,55.919%,Q2 2014,516594,0.629351901,10.16666667
2014Q2,Totale,1.53%,0.97909237,0.99353414,0.91342788,0.94117329,0.97712502,0.99819368,0.99932534,0.99957528,653,318,20,46,112,832,1749,2465,859,399,10,25,61,1239,2470,3195,232,52,4,6,9,147,583,1202,703766,590811,61499,113064,253970,1045111,1470118,1721365,0.0008967,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0027829,0.0065789,0.1761566,0.1041667,0.0163934,0.0166667,0.0408163,0.2500000,0.4489796,0.5714286,0.3270102171,0.243902439,0,0,0.1112254261,0.537037037,0.765625,0.8224852071,3.815%,96.185%,43.535%,56.465%,30.430%,69.570%,9.408%,37.364%,53.228%,38.535%,61.465%,Q2 2014,516594,0.629351901,10.16666667
2014Q3,CHR2,0.21%,0.99481422,0.99513456,0.99207387,0.99251418,0.99365597,0.99626693,0.99683041,0.99699350,611,462,189,225,363,780,1212,1364,13,8,5,5,5,25,29,29,6,6,1,1,2,9,12,14,770210,675685,63353,119704,287174,1138814,1566071,1824505,0.0000005,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.3812051,0.3772109,0.0166667,0.0408163,0.2604167,0.4895834,0.6486486,0.7083333,0.326740347,0.269028112,0,0.0227250389,0.1751751752,0.4843553357,0.7195175702,0.7980230309,0.586%,99.414%,38.155%,61.845%,18.894%,81.106%,7.127%,34.189%,58.684%,34.154%,65.846%,Q3 2014,518403,0.398139784,10.36666667
2014Q3,CHR8,14.24%,0.94573999,0.95483773,0.86832084,0.89138405,0.92505078,0.97739590,0.99100349,0.99484967,131,85,15,20,41,153,278,375,26,25,5,5,11,29,56,71,54,50,6,6,15,80,104,120,807869,754373,83964,172014,414951,1139167,1480566,1699228,0.0076307,0.0063593,0.0012993,0.0020000,0.0035821,0.0103137,0.0151724,0.0187970,0.1468954,0.1000000,0.0166667,0.0166667,0.0408163,0.2000000,0.3500000,0.4666667,0.1382805406,0.1126304153,0,0,0,0.1811457143,0.2967668142,0.4147155546,4.697%,95.303%,64.263%,35.737%,61.250%,38.750%,16.390%,54.180%,29.430%,44.449%,55.551%,Q3 2014,518403,0.398139784,10.36666667
2014Q3,Totale,1.51%,0.97926104,0.99361502,0.91355966,0.94121256,0.97722121,0.99824927,0.99934891,0.99959575,658,319,20,43,112,832,1790,2466,888,432,9,25,67,1270,2537,3267,231,52,4,6,8,146,584,1194,699287,587933,55880,105391,250801,1039790,1460246,1715111,0.0008753,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0026954,0.0064309,0.1762565,0.1069695,0.0163934,0.0166667,0.0408163,0.2500000,0.4489796,0.5714286,0.3288468696,0.2470885726,0,0,0.1117318436,0.5416665468,0.767761584,0.8235294118,3.791%,96.209%,43.969%,56.031%,30.410%,69.590%,9.423%,37.596%,52.981%,39.046%,60.954%,Q3 2014,518403,0.398139784,10.36666667
2014Q4,CHR2,0.20%,0.99481191,0.99514274,0.99207020,0.99249912,0.99364915,0.99626619,0.99683111,0.99699337,617,499,338,350,393,680,965,1304,17,16,1,5,9,30,30,30,6,6,1,1,4,8,10,12,775681,678503,63882,121238,288040,1145894,1574397,1839903,0.0000003,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.0000000,0.4064018,0.4124150,0.0408163,0.2500000,0.3250000,0.5051021,0.6216216,0.6486486,0.3249415084,0.2667399775,0,0.0222296365,0.175052866,0.4805194805,0.716713881,0.7975503593,0.579%,99.421%,38.442%,61.558%,19.201%,80.799%,7.118%,34.386%,58.496%,34.846%,65.154%,Q4 2014,519315,0.277814969,10.5
